State,Government,Mode,Type,Year,Amount (thousands)
Nevada,State and Local,Transit,Revenue,2010,74311
Nevada,State and Local,Transit,Expenditure,2009,297346
Nevada,State and Local,Transit,Revenue,2009,80953
Nevada,State and Local,Transit,Expenditure,2008,304438
Nevada,State and Local,Transit,Revenue,2008,92120
Nevada,State and Local,Transit,Expenditure,2007,235471
Nevada,State and Local,Transit,Revenue,2007,59110
Nevada,State and Local,Transit,Expenditure,2006,150095
Nevada,State and Local,Transit,Revenue,2006,31198
Nevada,State and Local,Transit,Expenditure,2005,177181
Nevada,State and Local,Transit,Revenue,2005,48695
Nevada,State and Local,Transit,Expenditure,2004,193165
Nevada,State and Local,Transit,Revenue,2004,81293
Nevada,State and Local,Water,Expenditure,2020,0
Nevada,State and Local,Water,Revenue,2020,0
Nevada,State and Local,Water,Expenditure,2019,0
Nevada,State and Local,Water,Revenue,2019,0
Nevada,State and Local,Water,Expenditure,2018,0
Nevada,State and Local,Water,Revenue,2018,0
Nevada,State and Local,Water,Expenditure,2017,0
Nevada,State and Local,Water,Revenue,2017,0
Nevada,State and Local,Water,Expenditure,2016,0
Nevada,State and Local,Water,Revenue,2016,0
Nevada,State and Local,Water,Expenditure,2015,0
Nevada,State and Local,Water,Revenue,2015,0
Nevada,State and Local,Water,Expenditure,2014,0
Nevada,State and Local,Water,Revenue,2014,0
Nevada,State and Local,Water,Expenditure,2013,0
Nevada,State and Local,Water,Revenue,2013,0
Nevada,State and Local,Water,Expenditure,2012,0
Nevada,State and Local,Water,Revenue,2012,0
Nevada,State and Local,Water,Expenditure,2011,0
Nevada,State and Local,Water,Revenue,2011,0
Nevada,State and Local,Water,Expenditure,2010,0
Nevada,State and Local,Water,Revenue,2010,0
Nevada,State and Local,Water,Expenditure,2009,0
Nevada,State and Local,Water,Revenue,2009,0
Nevada,State and Local,Water,Expenditure,2008,0
Nevada,State and Local,Water,Revenue,2008,0
Nevada,State and Local,Water,Expenditure,2007,0
Nevada,State and Local,Water,Revenue,2007,0
Nevada,State and Local,Water,Expenditure,2006,0
Nevada,State and Local,Water,Revenue,2006,0
Nevada,State and Local,Water,Expenditure,2005,0
Nevada,State and Local,Water,Revenue,2005,0
Nevada,State and Local,Water,Expenditure,2004,0
Nevada,State and Local,Water,Revenue,2004,0
New Hampshire,State and Local,Total,Expenditure,2020,14181375
New Hampshire,State and Local,Total,Revenue,2020,15192971
New Hampshire,State and Local,Total,Expenditure,2019,13300450
New Hampshire,State and Local,Total,Revenue,2019,14234368
New Hampshire,State and Local,Total,Expenditure,2018,12978227
New Hampshire,State and Local,Total,Revenue,2018,14634910
New Hampshire,State and Local,Total,Expenditure,2017,12638642
New Hampshire,State and Local,Total,Revenue,2017,14092924
New Hampshire,State and Local,Total,Expenditure,2016,12251373
New Hampshire,State and Local,Total,Revenue,2016,12702773
New Hampshire,State and Local,Total,Expenditure,2015,11588223
New Hampshire,State and Local,Total,Revenue,2015,12445892
New Hampshire,State and Local,Total,Expenditure,2014,11218229
New Hampshire,State and Local,Total,Revenue,2014,12737631
New Hampshire,State and Local,Total,Expenditure,2013,11024914
New Hampshire,State and Local,Total,Revenue,2013,12670502
New Hampshire,State and Local,Total,Expenditure,2012,11033462
New Hampshire,State and Local,Total,Revenue,2012,10925621
New Hampshire,State and Local,Total,Expenditure,2011,11662187
New Hampshire,State and Local,Total,Revenue,2011,12160459
New Hampshire,State and Local,Total,Expenditure,2010,11439436
New Hampshire,State and Local,Total,Revenue,2010,11580781
New Hampshire,State and Local,Total,Expenditure,2009,10563740
New Hampshire,State and Local,Total,Revenue,2009,9122124
New Hampshire,State and Local,Total,Expenditure,2008,9962854
New Hampshire,State and Local,Total,Revenue,2008,9662074
New Hampshire,State and Local,Total,Expenditure,2007,9409318
New Hampshire,State and Local,Total,Revenue,2007,10380416
New Hampshire,State and Local,Total,Expenditure,2006,9027582
New Hampshire,State and Local,Total,Revenue,2006,9379379
New Hampshire,State and Local,Total,Expenditure,2005,8679489
New Hampshire,State and Local,Total,Revenue,2005,8910504
New Hampshire,State and Local,Total,Expenditure,2004,8230081
New Hampshire,State and Local,Total,Revenue,2004,8275269
New Hampshire,State and Local,Air,Expenditure,2020,46479
New Hampshire,State and Local,Air,Revenue,2020,36473
New Hampshire,State and Local,Air,Expenditure,2019,40959
New Hampshire,State and Local,Air,Revenue,2019,37860
New Hampshire,State and Local,Air,Expenditure,2018,41716
New Hampshire,State and Local,Air,Revenue,2018,39942
New Hampshire,State and Local,Air,Expenditure,2017,40691
New Hampshire,State and Local,Air,Revenue,2017,42150
New Hampshire,State and Local,Air,Expenditure,2016,51444
New Hampshire,State and Local,Air,Revenue,2016,47000
New Hampshire,State and Local,Air,Expenditure,2015,37630
New Hampshire,State and Local,Air,Revenue,2015,47149
New Hampshire,State and Local,Air,Expenditure,2014,51622
New Hampshire,State and Local,Air,Revenue,2014,45283
New Hampshire,State and Local,Air,Expenditure,2013,36763
New Hampshire,State and Local,Air,Revenue,2013,45492
New Hampshire,State and Local,Air,Expenditure,2012,40639
New Hampshire,State and Local,Air,Revenue,2012,39088
New Hampshire,State and Local,Air,Expenditure,2011,53561
New Hampshire,State and Local,Air,Revenue,2011,40228
New Hampshire,State and Local,Air,Expenditure,2010,53977
New Hampshire,State and Local,Air,Revenue,2010,40563
New Hampshire,State and Local,Air,Expenditure,2009,83038
New Hampshire,State and Local,Air,Revenue,2009,35716
New Hampshire,State and Local,Air,Expenditure,2008,117483
New Hampshire,State and Local,Air,Revenue,2008,46294
New Hampshire,State and Local,Air,Expenditure,2007,104659
New Hampshire,State and Local,Air,Revenue,2007,49469
New Hampshire,State and Local,Air,Expenditure,2006,57652
New Hampshire,State and Local,Air,Revenue,2006,42453
New Hampshire,State and Local,Air,Expenditure,2005,51779
New Hampshire,State and Local,Air,Revenue,2005,41704
New Hampshire,State and Local,Air,Expenditure,2004,28677
New Hampshire,State and Local,Air,Revenue,2004,36760
New Hampshire,State and Local,Highway,Expenditure,2020,1144571
New Hampshire,State and Local,Highway,Revenue,2020,418602
New Hampshire,State and Local,Highway,Expenditure,2019,1058021
New Hampshire,State and Local,Highway,Revenue,2019,442430
New Hampshire,State and Local,Highway,Expenditure,2018,1055309
New Hampshire,State and Local,Highway,Revenue,2018,429290
New Hampshire,State and Local,Highway,Expenditure,2017,1079765
New Hampshire,State and Local,Highway,Revenue,2017,423990
New Hampshire,State and Local,Highway,Expenditure,2016,1008151
New Hampshire,State and Local,Highway,Revenue,2016,432349
New Hampshire,State and Local,Highway,Expenditure,2015,1008246
New Hampshire,State and Local,Highway,Revenue,2015,447602
New Hampshire,State and Local,Highway,Expenditure,2014,1103873
New Hampshire,State and Local,Highway,Revenue,2014,412369
New Hampshire,State and Local,Highway,Expenditure,2013,1161753
New Hampshire,State and Local,Highway,Revenue,2013,436489
New Hampshire,State and Local,Highway,Expenditure,2012,1086938
New Hampshire,State and Local,Highway,Revenue,2012,420411
New Hampshire,State and Local,Highway,Expenditure,2011,1090760
New Hampshire,State and Local,Highway,Revenue,2011,435539
New Hampshire,State and Local,Highway,Expenditure,2010,1086968
New Hampshire,State and Local,Highway,Revenue,2010,452981
New Hampshire,State and Local,Highway,Expenditure,2009,938156
New Hampshire,State and Local,Highway,Revenue,2009,352187
New Hampshire,State and Local,Highway,Expenditure,2008,866115
New Hampshire,State and Local,Highway,Revenue,2008,346534
New Hampshire,State and Local,Highway,Expenditure,2007,834222
New Hampshire,State and Local,Highway,Revenue,2007,312296
New Hampshire,State and Local,Highway,Expenditure,2006,848029
New Hampshire,State and Local,Highway,Revenue,2006,308241
New Hampshire,State and Local,Highway,Expenditure,2005,717074
New Hampshire,State and Local,Highway,Revenue,2005,299346
New Hampshire,State and Local,Highway,Expenditure,2004,706009
New Hampshire,State and Local,Highway,Revenue,2004,293893
New Hampshire,State and Local,Transit,Expenditure,2020,36660
New Hampshire,State and Local,Transit,Revenue,2020,5243
New Hampshire,State and Local,Transit,Expenditure,2019,34737
New Hampshire,State and Local,Transit,Revenue,2019,9874
New Hampshire,State and Local,Transit,Expenditure,2018,44655
New Hampshire,State and Local,Transit,Revenue,2018,5118
New Hampshire,State and Local,Transit,Expenditure,2017,34035
New Hampshire,State and Local,Transit,Revenue,2017,5082
New Hampshire,State and Local,Transit,Expenditure,2016,27006
New Hampshire,State and Local,Transit,Revenue,2016,5150
New Hampshire,State and Local,Transit,Expenditure,2015,26379
New Hampshire,State and Local,Transit,Revenue,2015,5250
New Hampshire,State and Local,Transit,Expenditure,2014,26087
New Hampshire,State and Local,Transit,Revenue,2014,5122
New Hampshire,State and Local,Transit,Expenditure,2013,20456
New Hampshire,State and Local,Transit,Revenue,2013,5028
New Hampshire,State and Local,Transit,Expenditure,2012,14423
New Hampshire,State and Local,Transit,Revenue,2012,4428
New Hampshire,State and Local,Transit,Expenditure,2011,20185
New Hampshire,State and Local,Transit,Revenue,2011,4449
New Hampshire,State and Local,Transit,Expenditure,2010,16422
New Hampshire,State and Local,Transit,Revenue,2010,4025
New Hampshire,State and Local,Transit,Expenditure,2009,17175
New Hampshire,State and Local,Transit,Revenue,2009,4223
New Hampshire,State and Local,Transit,Expenditure,2008,19056
New Hampshire,State and Local,Transit,Revenue,2008,3740
New Hampshire,State and Local,Transit,Expenditure,2007,13706
New Hampshire,State and Local,Transit,Revenue,2007,2469
New Hampshire,State and Local,Transit,Expenditure,2006,14861
New Hampshire,State and Local,Transit,Revenue,2006,3827
New Hampshire,State and Local,Transit,Expenditure,2005,14660
New Hampshire,State and Local,Transit,Revenue,2005,3749
New Hampshire,State and Local,Transit,Expenditure,2004,8018
New Hampshire,State and Local,Transit,Revenue,2004,3520
New Hampshire,State and Local,Water,Expenditure,2020,0
New Hampshire,State and Local,Water,Revenue,2020,0
New Hampshire,State and Local,Water,Expenditure,2019,1102
New Hampshire,State and Local,Water,Revenue,2019,0
New Hampshire,State and Local,Water,Expenditure,2018,11
New Hampshire,State and Local,Water,Revenue,2018,0
New Hampshire,State and Local,Water,Expenditure,2017,110
New Hampshire,State and Local,Water,Revenue,2017,0
New Hampshire,State and Local,Water,Expenditure,2016,47
New Hampshire,State and Local,Water,Revenue,2016,0
New Hampshire,State and Local,Water,Expenditure,2015,293
New Hampshire,State and Local,Water,Revenue,2015,0
New Hampshire,State and Local,Water,Expenditure,2014,1895
New Hampshire,State and Local,Water,Revenue,2014,0
New Hampshire,State and Local,Water,Expenditure,2013,570
New Hampshire,State and Local,Water,Revenue,2013,0
New Hampshire,State and Local,Water,Expenditure,2012,18
New Hampshire,State and Local,Water,Revenue,2012,0
New Hampshire,State and Local,Water,Expenditure,2011,470
New Hampshire,State and Local,Water,Revenue,2011,0
New Hampshire,State and Local,Water,Expenditure,2010,473
New Hampshire,State and Local,Water,Revenue,2010,0
New Hampshire,State and Local,Water,Expenditure,2009,1059
New Hampshire,State and Local,Water,Revenue,2009,0
New Hampshire,State and Local,Water,Expenditure,2008,1437
New Hampshire,State and Local,Water,Revenue,2008,0
New Hampshire,State and Local,Water,Expenditure,2007,469
New Hampshire,State and Local,Water,Revenue,2007,0
New Hampshire,State and Local,Water,Expenditure,2006,1014
New Hampshire,State and Local,Water,Revenue,2006,0
New Hampshire,State and Local,Water,Expenditure,2005,857
New Hampshire,State and Local,Water,Revenue,2005,0
New Hampshire,State and Local,Water,Expenditure,2004,280
New Hampshire,State and Local,Water,Revenue,2004,0
New Jersey,State and Local,Total,Expenditure,2020,117269385
New Jersey,State and Local,Total,Revenue,2020,119261406
New Jersey,State and Local,Total,Expenditure,2019,114685364
New Jersey,State and Local,Total,Revenue,2019,120968019
New Jersey,State and Local,Total,Expenditure,2018,109679277
New Jersey,State and Local,Total,Revenue,2018,119121751
New Jersey,State and Local,Total,Expenditure,2017,109631056
New Jersey,State and Local,Total,Revenue,2017,116147229
New Jersey,State and Local,Total,Expenditure,2016,109938633
New Jersey,State and Local,Total,Revenue,2016,103801977
New Jersey,State and Local,Total,Expenditure,2015,107297024
New Jersey,State and Local,Total,Revenue,2015,106468656
New Jersey,State and Local,Total,Expenditure,2014,105987764
New Jersey,State and Local,Total,Revenue,2014,110775877
New Jersey,State and Local,Total,Expenditure,2013,103454241
New Jersey,State and Local,Total,Revenue,2013,106530965
New Jersey,State and Local,Total,Expenditure,2012,102254837
New Jersey,State and Local,Total,Revenue,2012,94575250
New Jersey,State and Local,Total,Expenditure,2011,101283266
New Jersey,State and Local,Total,Revenue,2011,105234452
New Jersey,State and Local,Total,Expenditure,2010,102667354
New Jersey,State and Local,Total,Revenue,2010,99750649
New Jersey,State and Local,Total,Expenditure,2009,96676621
New Jersey,State and Local,Total,Revenue,2009,75279085
New Jersey,State and Local,Total,Expenditure,2008,91701630
New Jersey,State and Local,Total,Revenue,2008,85940600
New Jersey,State and Local,Total,Expenditure,2007,86513739
New Jersey,State and Local,Total,Revenue,2007,95274237
New Jersey,State and Local,Total,Expenditure,2006,84764121
New Jersey,State and Local,Total,Revenue,2006,85471684
New Jersey,State and Local,Total,Expenditure,2005,78521937
New Jersey,State and Local,Total,Revenue,2005,79125811
New Jersey,State and Local,Total,Expenditure,2004,74335925
New Jersey,State and Local,Total,Revenue,2004,75527008
New Jersey,State and Local,Air,Expenditure,2020,37807
New Jersey,State and Local,Air,Revenue,2020,26558
New Jersey,State and Local,Air,Expenditure,2019,39390
New Jersey,State and Local,Air,Revenue,2019,26389
New Jersey,State and Local,Air,Expenditure,2018,42972
New Jersey,State and Local,Air,Revenue,2018,26214
New Jersey,State and Local,Air,Expenditure,2017,44492
New Jersey,State and Local,Air,Revenue,2017,25179
New Jersey,State and Local,Air,Expenditure,2016,24500
New Jersey,State and Local,Air,Revenue,2016,24407
New Jersey,State and Local,Air,Expenditure,2015,26075
New Jersey,State and Local,Air,Revenue,2015,23806
New Jersey,State and Local,Air,Expenditure,2014,53126
New Jersey,State and Local,Air,Revenue,2014,19687
New Jersey,State and Local,Air,Expenditure,2013,58374
New Jersey,State and Local,Air,Revenue,2013,20191
New Jersey,State and Local,Air,Expenditure,2012,63565
New Jersey,State and Local,Air,Revenue,2012,20241
New Jersey,State and Local,Air,Expenditure,2011,50434
New Jersey,State and Local,Air,Revenue,2011,20130
New Jersey,State and Local,Air,Expenditure,2010,47503
New Jersey,State and Local,Air,Revenue,2010,16123
New Jersey,State and Local,Air,Expenditure,2009,35031
New Jersey,State and Local,Air,Revenue,2009,16448
New Jersey,State and Local,Air,Expenditure,2008,41703
New Jersey,State and Local,Air,Revenue,2008,17027
New Jersey,State and Local,Air,Expenditure,2007,32635
New Jersey,State and Local,Air,Revenue,2007,16740
New Jersey,State and Local,Air,Expenditure,2006,23313
New Jersey,State and Local,Air,Revenue,2006,15589
New Jersey,State and Local,Air,Expenditure,2005,21875
New Jersey,State and Local,Air,Revenue,2005,13374
New Jersey,State and Local,Air,Expenditure,2004,16269
New Jersey,State and Local,Air,Revenue,2004,12207
New Jersey,State and Local,Highway,Expenditure,2020,7028982
New Jersey,State and Local,Highway,Revenue,2020,3503499
New Jersey,State and Local,Highway,Expenditure,2019,7490679
New Jersey,State and Local,Highway,Revenue,2019,3550525
New Jersey,State and Local,Highway,Expenditure,2018,6397122
New Jersey,State and Local,Highway,Revenue,2018,3434934
New Jersey,State and Local,Highway,Expenditure,2017,6694257
New Jersey,State and Local,Highway,Revenue,2017,3511099
New Jersey,State and Local,Highway,Expenditure,2016,8142254
New Jersey,State and Local,Highway,Revenue,2016,3420898
New Jersey,State and Local,Highway,Expenditure,2015,8585305
New Jersey,State and Local,Highway,Revenue,2015,3290519
New Jersey,State and Local,Highway,Expenditure,2014,8850615
New Jersey,State and Local,Highway,Revenue,2014,3231707
New Jersey,State and Local,Highway,Expenditure,2013,8739701
New Jersey,State and Local,Highway,Revenue,2013,3181711
New Jersey,State and Local,Highway,Expenditure,2012,7660764
New Jersey,State and Local,Highway,Revenue,2012,2703042
New Jersey,State and Local,Highway,Expenditure,2011,7266809
New Jersey,State and Local,Highway,Revenue,2011,2633739
New Jersey,State and Local,Highway,Expenditure,2010,6505915
New Jersey,State and Local,Highway,Revenue,2010,2668818
New Jersey,State and Local,Highway,Expenditure,2009,5924569
New Jersey,State and Local,Highway,Revenue,2009,2312085
New Jersey,State and Local,Highway,Expenditure,2008,5973431
New Jersey,State and Local,Highway,Revenue,2008,2251837
New Jersey,State and Local,Highway,Expenditure,2007,5574137
New Jersey,State and Local,Highway,Revenue,2007,2237337
New Jersey,State and Local,Highway,Expenditure,2006,5572039
New Jersey,State and Local,Highway,Revenue,2006,2116448
New Jersey,State and Local,Highway,Expenditure,2005,4854363
New Jersey,State and Local,Highway,Revenue,2005,2127117
New Jersey,State and Local,Highway,Expenditure,2004,5043296
New Jersey,State and Local,Highway,Revenue,2004,1914740
New Jersey,State and Local,Transit,Expenditure,2020,3504836
New Jersey,State and Local,Transit,Revenue,2020,847530
New Jersey,State and Local,Transit,Expenditure,2019,3200519
New Jersey,State and Local,Transit,Revenue,2019,1088435
New Jersey,State and Local,Transit,Expenditure,2018,2941662
New Jersey,State and Local,Transit,Revenue,2018,1084330
New Jersey,State and Local,Transit,Expenditure,2017,3010259
New Jersey,State and Local,Transit,Revenue,2017,1108048
New Jersey,State and Local,Transit,Expenditure,2016,2998561
New Jersey,State and Local,Transit,Revenue,2016,1104997
New Jersey,State and Local,Transit,Expenditure,2015,2773639
New Jersey,State and Local,Transit,Revenue,2015,1040150
New Jersey,State and Local,Transit,Expenditure,2014,2874901
New Jersey,State and Local,Transit,Revenue,2014,1016110
New Jersey,State and Local,Transit,Expenditure,2013,2835465
New Jersey,State and Local,Transit,Revenue,2013,974311
New Jersey,State and Local,Transit,Expenditure,2012,2401219
New Jersey,State and Local,Transit,Revenue,2012,986295
New Jersey,State and Local,Transit,Expenditure,2011,2225046
New Jersey,State and Local,Transit,Revenue,2011,966752
New Jersey,State and Local,Transit,Expenditure,2010,2785218
New Jersey,State and Local,Transit,Revenue,2010,862349
New Jersey,State and Local,Transit,Expenditure,2009,2848364
New Jersey,State and Local,Transit,Revenue,2009,851854
New Jersey,State and Local,Transit,Expenditure,2008,2765451
New Jersey,State and Local,Transit,Revenue,2008,850546
New Jersey,State and Local,Transit,Expenditure,2007,2064344
New Jersey,State and Local,Transit,Revenue,2007,759373
New Jersey,State and Local,Transit,Expenditure,2006,2339092
New Jersey,State and Local,Transit,Revenue,2006,719783
New Jersey,State and Local,Transit,Expenditure,2005,2330418
New Jersey,State and Local,Transit,Revenue,2005,630525
New Jersey,State and Local,Transit,Expenditure,2004,2295467
New Jersey,State and Local,Transit,Revenue,2004,577720
New Jersey,State and Local,Water,Expenditure,2020,80105
New Jersey,State and Local,Water,Revenue,2020,28312
New Jersey,State and Local,Water,Expenditure,2019,98777
New Jersey,State and Local,Water,Revenue,2019,27077
New Jersey,State and Local,Water,Expenditure,2018,39340
New Jersey,State and Local,Water,Revenue,2018,33124
New Jersey,State and Local,Water,Expenditure,2017,43939
New Jersey,State and Local,Water,Revenue,2017,35683
New Jersey,State and Local,Water,Expenditure,2016,43917
New Jersey,State and Local,Water,Revenue,2016,31443
New Jersey,State and Local,Water,Expenditure,2015,76756
New Jersey,State and Local,Water,Revenue,2015,27759
New Jersey,State and Local,Water,Expenditure,2014,20440
New Jersey,State and Local,Water,Revenue,2014,20957
New Jersey,State and Local,Water,Expenditure,2013,19678
New Jersey,State and Local,Water,Revenue,2013,18250
New Jersey,State and Local,Water,Expenditure,2012,15753
New Jersey,State and Local,Water,Revenue,2012,19208
New Jersey,State and Local,Water,Expenditure,2011,26657
New Jersey,State and Local,Water,Revenue,2011,18510
New Jersey,State and Local,Water,Expenditure,2010,42124
New Jersey,State and Local,Water,Revenue,2010,17397
New Jersey,State and Local,Water,Expenditure,2009,34223
New Jersey,State and Local,Water,Revenue,2009,21967
New Jersey,State and Local,Water,Expenditure,2008,29256
New Jersey,State and Local,Water,Revenue,2008,25678
New Jersey,State and Local,Water,Expenditure,2007,48767
New Jersey,State and Local,Water,Revenue,2007,24257
New Jersey,State and Local,Water,Expenditure,2006,64926
New Jersey,State and Local,Water,Revenue,2006,24192
New Jersey,State and Local,Water,Expenditure,2005,27233
New Jersey,State and Local,Water,Revenue,2005,21976
New Jersey,State and Local,Water,Expenditure,2004,33166
New Jersey,State and Local,Water,Revenue,2004,17282
New Mexico,State and Local,Total,Expenditure,2020,27702843
New Mexico,State and Local,Total,Revenue,2020,28619178
New Mexico,State and Local,Total,Expenditure,2019,25762392
New Mexico,State and Local,Total,Revenue,2019,29855007
New Mexico,State and Local,Total,Expenditure,2018,25220942
New Mexico,State and Local,Total,Revenue,2018,26052368
New Mexico,State and Local,Total,Expenditure,2017,24719907
New Mexico,State and Local,Total,Revenue,2017,25717517
New Mexico,State and Local,Total,Expenditure,2016,25010518
New Mexico,State and Local,Total,Revenue,2016,23439253
New Mexico,State and Local,Total,Expenditure,2015,24516432
New Mexico,State and Local,Total,Revenue,2015,24177457
New Mexico,State and Local,Total,Expenditure,2014,21543920
New Mexico,State and Local,Total,Revenue,2014,24949690
New Mexico,State and Local,Total,Expenditure,2013,20995199
New Mexico,State and Local,Total,Revenue,2013,22698430
New Mexico,State and Local,Total,Expenditure,2012,21048385
New Mexico,State and Local,Total,Revenue,2012,20049199
New Mexico,State and Local,Total,Expenditure,2011,22049786
New Mexico,State and Local,Total,Revenue,2011,24276636
New Mexico,State and Local,Total,Expenditure,2010,22371619
New Mexico,State and Local,Total,Revenue,2010,21997665
New Mexico,State and Local,Total,Expenditure,2009,21170263
New Mexico,State and Local,Total,Revenue,2009,14181255
New Mexico,State and Local,Total,Expenditure,2008,19583846
New Mexico,State and Local,Total,Revenue,2008,16464549
New Mexico,State and Local,Total,Expenditure,2007,18295711
New Mexico,State and Local,Total,Revenue,2007,21078142
New Mexico,State and Local,Total,Expenditure,2006,16248010
New Mexico,State and Local,Total,Revenue,2006,18464469
New Mexico,State and Local,Total,Expenditure,2005,15427115
New Mexico,State and Local,Total,Revenue,2005,16656449
New Mexico,State and Local,Total,Expenditure,2004,14073992
New Mexico,State and Local,Total,Revenue,2004,14953000
New Mexico,State and Local,Air,Expenditure,2020,80943
New Mexico,State and Local,Air,Revenue,2020,62800
New Mexico,State and Local,Air,Expenditure,2019,72569
New Mexico,State and Local,Air,Revenue,2019,66797
New Mexico,State and Local,Air,Expenditure,2018,91282
New Mexico,State and Local,Air,Revenue,2018,81195
New Mexico,State and Local,Air,Expenditure,2017,86889
New Mexico,State and Local,Air,Revenue,2017,73731
New Mexico,State and Local,Air,Expenditure,2016,86458
New Mexico,State and Local,Air,Revenue,2016,76405
New Mexico,State and Local,Air,Expenditure,2015,69117
New Mexico,State and Local,Air,Revenue,2015,76447
New Mexico,State and Local,Air,Expenditure,2014,81912
New Mexico,State and Local,Air,Revenue,2014,78547
New Mexico,State and Local,Air,Expenditure,2013,79455
New Mexico,State and Local,Air,Revenue,2013,80246
New Mexico,State and Local,Air,Expenditure,2012,86912
New Mexico,State and Local,Air,Revenue,2012,81959
New Mexico,State and Local,Air,Expenditure,2011,85883
New Mexico,State and Local,Air,Revenue,2011,77818
New Mexico,State and Local,Air,Expenditure,2010,116539
New Mexico,State and Local,Air,Revenue,2010,77469
New Mexico,State and Local,Air,Expenditure,2009,58656
New Mexico,State and Local,Air,Revenue,2009,69877
New Mexico,State and Local,Air,Expenditure,2008,91221
New Mexico,State and Local,Air,Revenue,2008,71485
New Mexico,State and Local,Air,Expenditure,2007,80207
New Mexico,State and Local,Air,Revenue,2007,73476
New Mexico,State and Local,Air,Expenditure,2006,45799
New Mexico,State and Local,Air,Revenue,2006,63850
New Mexico,State and Local,Air,Expenditure,2005,59664
New Mexico,State and Local,Air,Revenue,2005,68186
New Mexico,State and Local,Air,Expenditure,2004,46352
New Mexico,State and Local,Air,Revenue,2004,65130
New Mexico,State and Local,Highway,Expenditure,2020,1787590
New Mexico,State and Local,Highway,Revenue,2020,478112
New Mexico,State and Local,Highway,Expenditure,2019,1600976
New Mexico,State and Local,Highway,Revenue,2019,486845
New Mexico,State and Local,Highway,Expenditure,2018,1450177
New Mexico,State and Local,Highway,Revenue,2018,469944
New Mexico,State and Local,Highway,Expenditure,2017,1364696
New Mexico,State and Local,Highway,Revenue,2017,479611
New Mexico,State and Local,Highway,Expenditure,2016,1510345
New Mexico,State and Local,Highway,Revenue,2016,525822
New Mexico,State and Local,Highway,Expenditure,2015,1970671
New Mexico,State and Local,Highway,Revenue,2015,459439
New Mexico,State and Local,Highway,Expenditure,2014,1690266
New Mexico,State and Local,Highway,Revenue,2014,456839
New Mexico,State and Local,Highway,Expenditure,2013,1717858
New Mexico,State and Local,Highway,Revenue,2013,440759
New Mexico,State and Local,Highway,Expenditure,2012,1656601
New Mexico,State and Local,Highway,Revenue,2012,446855
New Mexico,State and Local,Highway,Expenditure,2011,1930775
New Mexico,State and Local,Highway,Revenue,2011,391910
New Mexico,State and Local,Highway,Expenditure,2010,2024000
New Mexico,State and Local,Highway,Revenue,2010,382155
New Mexico,State and Local,Highway,Expenditure,2009,2327785
New Mexico,State and Local,Highway,Revenue,2009,368408
New Mexico,State and Local,Highway,Expenditure,2008,1899719
New Mexico,State and Local,Highway,Revenue,2008,464282
New Mexico,State and Local,Highway,Expenditure,2007,2113847
New Mexico,State and Local,Highway,Revenue,2007,466063
New Mexico,State and Local,Highway,Expenditure,2006,1713837
New Mexico,State and Local,Highway,Revenue,2006,457610
New Mexico,State and Local,Highway,Expenditure,2005,1435637
New Mexico,State and Local,Highway,Revenue,2005,397464
New Mexico,State and Local,Highway,Expenditure,2004,1178488
New Mexico,State and Local,Highway,Revenue,2004,347620
New Mexico,State and Local,Transit,Expenditure,2020,186370
New Mexico,State and Local,Transit,Revenue,2020,17058
New Mexico,State and Local,Transit,Expenditure,2019,152421
New Mexico,State and Local,Transit,Revenue,2019,18849
New Mexico,State and Local,Transit,Expenditure,2018,180366
New Mexico,State and Local,Transit,Revenue,2018,16517
New Mexico,State and Local,Transit,Expenditure,2017,171844
New Mexico,State and Local,Transit,Revenue,2017,15575
New Mexico,State and Local,Transit,Expenditure,2016,150384
New Mexico,State and Local,Transit,Revenue,2016,18384
New Mexico,State and Local,Transit,Expenditure,2015,131077
New Mexico,State and Local,Transit,Revenue,2015,18681
New Mexico,State and Local,Transit,Expenditure,2014,129859
New Mexico,State and Local,Transit,Revenue,2014,18950
New Mexico,State and Local,Transit,Expenditure,2013,137717
New Mexico,State and Local,Transit,Revenue,2013,17065
New Mexico,State and Local,Transit,Expenditure,2012,134720
New Mexico,State and Local,Transit,Revenue,2012,14599
New Mexico,State and Local,Transit,Expenditure,2011,124015
New Mexico,State and Local,Transit,Revenue,2011,15875
New Mexico,State and Local,Transit,Expenditure,2010,117294
New Mexico,State and Local,Transit,Revenue,2010,10763
New Mexico,State and Local,Transit,Expenditure,2009,105015
New Mexico,State and Local,Transit,Revenue,2009,10560
New Mexico,State and Local,Transit,Expenditure,2008,89079
New Mexico,State and Local,Transit,Revenue,2008,6415
New Mexico,State and Local,Transit,Expenditure,2007,65106
New Mexico,State and Local,Transit,Revenue,2007,5857
New Mexico,State and Local,Transit,Expenditure,2006,54508
New Mexico,State and Local,Transit,Revenue,2006,8613
New Mexico,State and Local,Transit,Expenditure,2005,80686
New Mexico,State and Local,Transit,Revenue,2005,4225
New Mexico,State and Local,Transit,Expenditure,2004,50207
New Mexico,State and Local,Transit,Revenue,2004,4058
New Mexico,State and Local,Water,Expenditure,2020,0
New Mexico,State and Local,Water,Revenue,2020,0
New Mexico,State and Local,Water,Expenditure,2019,0
New Mexico,State and Local,Water,Revenue,2019,0
New Mexico,State and Local,Water,Expenditure,2018,0
New Mexico,State and Local,Water,Revenue,2018,0
New Mexico,State and Local,Water,Expenditure,2017,0
