State,Government,Mode,Type,Year,Amount (thousands)
West Virginia,State and Local,Transit,Revenue,2010,10010
West Virginia,State and Local,Transit,Expenditure,2009,47173
West Virginia,State and Local,Transit,Revenue,2009,7834
West Virginia,State and Local,Transit,Expenditure,2008,47641
West Virginia,State and Local,Transit,Revenue,2008,6730
West Virginia,State and Local,Transit,Expenditure,2007,47616
West Virginia,State and Local,Transit,Revenue,2007,6253
West Virginia,State and Local,Transit,Expenditure,2006,42118
West Virginia,State and Local,Transit,Revenue,2006,5407
West Virginia,State and Local,Transit,Expenditure,2005,52082
West Virginia,State and Local,Transit,Revenue,2005,5320
West Virginia,State and Local,Transit,Expenditure,2004,53079
West Virginia,State and Local,Transit,Revenue,2004,5208
West Virginia,State and Local,Water,Expenditure,2020,0
West Virginia,State and Local,Water,Revenue,2020,0
West Virginia,State and Local,Water,Expenditure,2019,1407
West Virginia,State and Local,Water,Revenue,2019,0
West Virginia,State and Local,Water,Expenditure,2018,0
West Virginia,State and Local,Water,Revenue,2018,0
West Virginia,State and Local,Water,Expenditure,2017,916
West Virginia,State and Local,Water,Revenue,2017,0
West Virginia,State and Local,Water,Expenditure,2016,9388
West Virginia,State and Local,Water,Revenue,2016,0
West Virginia,State and Local,Water,Expenditure,2015,13932
West Virginia,State and Local,Water,Revenue,2015,0
West Virginia,State and Local,Water,Expenditure,2014,2403
West Virginia,State and Local,Water,Revenue,2014,0
West Virginia,State and Local,Water,Expenditure,2013,4623
West Virginia,State and Local,Water,Revenue,2013,0
West Virginia,State and Local,Water,Expenditure,2012,1072
West Virginia,State and Local,Water,Revenue,2012,0
West Virginia,State and Local,Water,Expenditure,2011,512
West Virginia,State and Local,Water,Revenue,2011,0
West Virginia,State and Local,Water,Expenditure,2010,353
West Virginia,State and Local,Water,Revenue,2010,0
West Virginia,State and Local,Water,Expenditure,2009,342
West Virginia,State and Local,Water,Revenue,2009,0
West Virginia,State and Local,Water,Expenditure,2008,391
West Virginia,State and Local,Water,Revenue,2008,0
West Virginia,State and Local,Water,Expenditure,2007,312
West Virginia,State and Local,Water,Revenue,2007,0
West Virginia,State and Local,Water,Expenditure,2006,495
West Virginia,State and Local,Water,Revenue,2006,0
West Virginia,State and Local,Water,Expenditure,2005,1148
West Virginia,State and Local,Water,Revenue,2005,0
West Virginia,State and Local,Water,Expenditure,2004,557
West Virginia,State and Local,Water,Revenue,2004,0
Wisconsin,State and Local,Total,Expenditure,2020,67584371
Wisconsin,State and Local,Total,Revenue,2020,84836036
Wisconsin,State and Local,Total,Expenditure,2019,64592383
Wisconsin,State and Local,Total,Revenue,2019,55923144
Wisconsin,State and Local,Total,Expenditure,2018,62705356
Wisconsin,State and Local,Total,Revenue,2018,73254416
Wisconsin,State and Local,Total,Expenditure,2017,62502369
Wisconsin,State and Local,Total,Revenue,2017,64102944
Wisconsin,State and Local,Total,Expenditure,2016,59452835
Wisconsin,State and Local,Total,Revenue,2016,53990652
Wisconsin,State and Local,Total,Expenditure,2015,59174093
Wisconsin,State and Local,Total,Revenue,2015,58953454
Wisconsin,State and Local,Total,Expenditure,2014,58217227
Wisconsin,State and Local,Total,Revenue,2014,64739352
Wisconsin,State and Local,Total,Expenditure,2013,55498470
Wisconsin,State and Local,Total,Revenue,2013,63879235
Wisconsin,State and Local,Total,Expenditure,2012,55630720
Wisconsin,State and Local,Total,Revenue,2012,50993281
Wisconsin,State and Local,Total,Expenditure,2011,56892801
Wisconsin,State and Local,Total,Revenue,2011,62969064
Wisconsin,State and Local,Total,Expenditure,2010,55838979
Wisconsin,State and Local,Total,Revenue,2010,66290788
Wisconsin,State and Local,Total,Expenditure,2009,52790390
Wisconsin,State and Local,Total,Revenue,2009,23264731
Wisconsin,State and Local,Total,Expenditure,2008,49302771
Wisconsin,State and Local,Total,Revenue,2008,41507003
Wisconsin,State and Local,Total,Expenditure,2007,46819475
Wisconsin,State and Local,Total,Revenue,2007,56071375
Wisconsin,State and Local,Total,Expenditure,2006,45311450
Wisconsin,State and Local,Total,Revenue,2006,47958813
Wisconsin,State and Local,Total,Expenditure,2005,43146484
Wisconsin,State and Local,Total,Revenue,2005,48235097
Wisconsin,State and Local,Total,Expenditure,2004,42477302
Wisconsin,State and Local,Total,Revenue,2004,48807424
Wisconsin,State and Local,Air,Expenditure,2020,323734
Wisconsin,State and Local,Air,Revenue,2020,151580
Wisconsin,State and Local,Air,Expenditure,2019,297875
Wisconsin,State and Local,Air,Revenue,2019,152185
Wisconsin,State and Local,Air,Expenditure,2018,324490
Wisconsin,State and Local,Air,Revenue,2018,159321
Wisconsin,State and Local,Air,Expenditure,2017,316597
Wisconsin,State and Local,Air,Revenue,2017,155639
Wisconsin,State and Local,Air,Expenditure,2016,293641
Wisconsin,State and Local,Air,Revenue,2016,147333
Wisconsin,State and Local,Air,Expenditure,2015,351668
Wisconsin,State and Local,Air,Revenue,2015,144375
Wisconsin,State and Local,Air,Expenditure,2014,247573
Wisconsin,State and Local,Air,Revenue,2014,140886
Wisconsin,State and Local,Air,Expenditure,2013,265648
Wisconsin,State and Local,Air,Revenue,2013,137221
Wisconsin,State and Local,Air,Expenditure,2012,283179
Wisconsin,State and Local,Air,Revenue,2012,140170
Wisconsin,State and Local,Air,Expenditure,2011,277079
Wisconsin,State and Local,Air,Revenue,2011,152427
Wisconsin,State and Local,Air,Expenditure,2010,252060
Wisconsin,State and Local,Air,Revenue,2010,146632
Wisconsin,State and Local,Air,Expenditure,2009,215023
Wisconsin,State and Local,Air,Revenue,2009,138271
Wisconsin,State and Local,Air,Expenditure,2008,199251
Wisconsin,State and Local,Air,Revenue,2008,122881
Wisconsin,State and Local,Air,Expenditure,2007,172209
Wisconsin,State and Local,Air,Revenue,2007,118790
Wisconsin,State and Local,Air,Expenditure,2006,163639
Wisconsin,State and Local,Air,Revenue,2006,110749
Wisconsin,State and Local,Air,Expenditure,2005,234675
Wisconsin,State and Local,Air,Revenue,2005,102704
Wisconsin,State and Local,Air,Expenditure,2004,203945
Wisconsin,State and Local,Air,Revenue,2004,99728
Wisconsin,State and Local,Highway,Expenditure,2020,7566997
Wisconsin,State and Local,Highway,Revenue,2020,2089590
Wisconsin,State and Local,Highway,Expenditure,2019,7574962
Wisconsin,State and Local,Highway,Revenue,2019,1942283
Wisconsin,State and Local,Highway,Expenditure,2018,7415028
Wisconsin,State and Local,Highway,Revenue,2018,1914111
Wisconsin,State and Local,Highway,Expenditure,2017,9336765
Wisconsin,State and Local,Highway,Revenue,2017,1796822
Wisconsin,State and Local,Highway,Expenditure,2016,5364107
Wisconsin,State and Local,Highway,Revenue,2016,1778885
Wisconsin,State and Local,Highway,Expenditure,2015,6613744
Wisconsin,State and Local,Highway,Revenue,2015,1719899
Wisconsin,State and Local,Highway,Expenditure,2014,6449030
Wisconsin,State and Local,Highway,Revenue,2014,1694311
Wisconsin,State and Local,Highway,Expenditure,2013,6230612
Wisconsin,State and Local,Highway,Revenue,2013,1641804
Wisconsin,State and Local,Highway,Expenditure,2012,6169136
Wisconsin,State and Local,Highway,Revenue,2012,1671772
Wisconsin,State and Local,Highway,Expenditure,2011,5987200
Wisconsin,State and Local,Highway,Revenue,2011,1679052
Wisconsin,State and Local,Highway,Expenditure,2010,5826195
Wisconsin,State and Local,Highway,Revenue,2010,1652300
Wisconsin,State and Local,Highway,Expenditure,2009,5600703
Wisconsin,State and Local,Highway,Revenue,2009,1636924
Wisconsin,State and Local,Highway,Expenditure,2008,5526568
Wisconsin,State and Local,Highway,Revenue,2008,1596321
Wisconsin,State and Local,Highway,Expenditure,2007,5042067
Wisconsin,State and Local,Highway,Revenue,2007,1535538
Wisconsin,State and Local,Highway,Expenditure,2006,5216646
Wisconsin,State and Local,Highway,Revenue,2006,1455001
Wisconsin,State and Local,Highway,Expenditure,2005,4770628
Wisconsin,State and Local,Highway,Revenue,2005,1413201
Wisconsin,State and Local,Highway,Expenditure,2004,4528405
Wisconsin,State and Local,Highway,Revenue,2004,1376225
Wisconsin,State and Local,Transit,Expenditure,2020,389025
Wisconsin,State and Local,Transit,Revenue,2020,70142
Wisconsin,State and Local,Transit,Expenditure,2019,363153
Wisconsin,State and Local,Transit,Revenue,2019,73395
Wisconsin,State and Local,Transit,Expenditure,2018,383777
Wisconsin,State and Local,Transit,Revenue,2018,73350
Wisconsin,State and Local,Transit,Expenditure,2017,386908
Wisconsin,State and Local,Transit,Revenue,2017,72938
Wisconsin,State and Local,Transit,Expenditure,2016,373029
Wisconsin,State and Local,Transit,Revenue,2016,73603
Wisconsin,State and Local,Transit,Expenditure,2015,389663
Wisconsin,State and Local,Transit,Revenue,2015,77555
Wisconsin,State and Local,Transit,Expenditure,2014,334348
Wisconsin,State and Local,Transit,Revenue,2014,78305
Wisconsin,State and Local,Transit,Expenditure,2013,366200
Wisconsin,State and Local,Transit,Revenue,2013,78809
Wisconsin,State and Local,Transit,Expenditure,2012,386754
Wisconsin,State and Local,Transit,Revenue,2012,84211
Wisconsin,State and Local,Transit,Expenditure,2011,383092
Wisconsin,State and Local,Transit,Revenue,2011,83160
Wisconsin,State and Local,Transit,Expenditure,2010,372840
Wisconsin,State and Local,Transit,Revenue,2010,81120
Wisconsin,State and Local,Transit,Expenditure,2009,327273
Wisconsin,State and Local,Transit,Revenue,2009,81238
Wisconsin,State and Local,Transit,Expenditure,2008,307172
Wisconsin,State and Local,Transit,Revenue,2008,73702
Wisconsin,State and Local,Transit,Expenditure,2007,304691
Wisconsin,State and Local,Transit,Revenue,2007,68821
Wisconsin,State and Local,Transit,Expenditure,2006,293172
Wisconsin,State and Local,Transit,Revenue,2006,63357
Wisconsin,State and Local,Transit,Expenditure,2005,312267
Wisconsin,State and Local,Transit,Revenue,2005,60336
Wisconsin,State and Local,Transit,Expenditure,2004,297808
Wisconsin,State and Local,Transit,Revenue,2004,56076
Wisconsin,State and Local,Water,Expenditure,2020,31299
Wisconsin,State and Local,Water,Revenue,2020,9052
Wisconsin,State and Local,Water,Expenditure,2019,21871
Wisconsin,State and Local,Water,Revenue,2019,9770
Wisconsin,State and Local,Water,Expenditure,2018,18033
Wisconsin,State and Local,Water,Revenue,2018,8592
Wisconsin,State and Local,Water,Expenditure,2017,23819
Wisconsin,State and Local,Water,Revenue,2017,9842
Wisconsin,State and Local,Water,Expenditure,2016,12108
Wisconsin,State and Local,Water,Revenue,2016,9386
Wisconsin,State and Local,Water,Expenditure,2015,6631
Wisconsin,State and Local,Water,Revenue,2015,9078
Wisconsin,State and Local,Water,Expenditure,2014,9665
Wisconsin,State and Local,Water,Revenue,2014,10171
Wisconsin,State and Local,Water,Expenditure,2013,9093
Wisconsin,State and Local,Water,Revenue,2013,10052
Wisconsin,State and Local,Water,Expenditure,2012,10456
Wisconsin,State and Local,Water,Revenue,2012,9643
Wisconsin,State and Local,Water,Expenditure,2011,20832
Wisconsin,State and Local,Water,Revenue,2011,10858
Wisconsin,State and Local,Water,Expenditure,2010,17758
Wisconsin,State and Local,Water,Revenue,2010,10077
Wisconsin,State and Local,Water,Expenditure,2009,14788
Wisconsin,State and Local,Water,Revenue,2009,9242
Wisconsin,State and Local,Water,Expenditure,2008,7509
Wisconsin,State and Local,Water,Revenue,2008,8816
Wisconsin,State and Local,Water,Expenditure,2007,17131
Wisconsin,State and Local,Water,Revenue,2007,8231
Wisconsin,State and Local,Water,Expenditure,2006,9785
Wisconsin,State and Local,Water,Revenue,2006,7899
Wisconsin,State and Local,Water,Expenditure,2005,6559
Wisconsin,State and Local,Water,Revenue,2005,5532
Wisconsin,State and Local,Water,Expenditure,2004,13496
Wisconsin,State and Local,Water,Revenue,2004,8531
Wyoming,State and Local,Total,Expenditure,2020,10387312
Wyoming,State and Local,Total,Revenue,2020,12485955
Wyoming,State and Local,Total,Expenditure,2019,10000106
Wyoming,State and Local,Total,Revenue,2019,9553355
Wyoming,State and Local,Total,Expenditure,2018,10141890
Wyoming,State and Local,Total,Revenue,2018,10905289
Wyoming,State and Local,Total,Expenditure,2017,10362191
Wyoming,State and Local,Total,Revenue,2017,10365429
Wyoming,State and Local,Total,Expenditure,2016,10332003
Wyoming,State and Local,Total,Revenue,2016,9767243
Wyoming,State and Local,Total,Expenditure,2015,9918646
Wyoming,State and Local,Total,Revenue,2015,11242016
Wyoming,State and Local,Total,Expenditure,2014,9340569
Wyoming,State and Local,Total,Revenue,2014,11355931
Wyoming,State and Local,Total,Expenditure,2013,9144822
Wyoming,State and Local,Total,Revenue,2013,11333034
Wyoming,State and Local,Total,Expenditure,2012,9114357
Wyoming,State and Local,Total,Revenue,2012,10410084
Wyoming,State and Local,Total,Expenditure,2011,8670778
Wyoming,State and Local,Total,Revenue,2011,10253907
Wyoming,State and Local,Total,Expenditure,2010,8720469
Wyoming,State and Local,Total,Revenue,2010,10175886
Wyoming,State and Local,Total,Expenditure,2009,8363534
Wyoming,State and Local,Total,Revenue,2009,7491885
Wyoming,State and Local,Total,Expenditure,2008,7519707
Wyoming,State and Local,Total,Revenue,2008,9383548
Wyoming,State and Local,Total,Expenditure,2007,0
Wyoming,State and Local,Total,Expenditure,2006,5973697
Wyoming,State and Local,Total,Revenue,2006,8132891
Wyoming,State and Local,Total,Expenditure,2005,5619395
Wyoming,State and Local,Total,Revenue,2005,7269200
Wyoming,State and Local,Total,Expenditure,2004,5076956
Wyoming,State and Local,Total,Revenue,2004,6327378
Wyoming,State and Local,Air,Expenditure,2020,114491
Wyoming,State and Local,Air,Revenue,2020,34319
Wyoming,State and Local,Air,Expenditure,2019,122734
Wyoming,State and Local,Air,Revenue,2019,29091
Wyoming,State and Local,Air,Expenditure,2018,162314
Wyoming,State and Local,Air,Revenue,2018,25545
Wyoming,State and Local,Air,Expenditure,2017,101854
Wyoming,State and Local,Air,Revenue,2017,24279
Wyoming,State and Local,Air,Expenditure,2016,118031
Wyoming,State and Local,Air,Revenue,2016,18580
Wyoming,State and Local,Air,Expenditure,2015,98077
Wyoming,State and Local,Air,Revenue,2015,19129
Wyoming,State and Local,Air,Expenditure,2014,84413
Wyoming,State and Local,Air,Revenue,2014,18893
Wyoming,State and Local,Air,Expenditure,2013,84700
Wyoming,State and Local,Air,Revenue,2013,17334
