Mode,State,Year,Total,Total,Air,Air,Highway,Highway,Transit,Transit,Water,Water
Type,,,Expenditure,Revenue,Expenditure,Revenue,Expenditure,Revenue,Expenditure,Revenue,Expenditure,Revenue
219,Idaho,2019,15323956.0,16330832.0,49709.0,44460.0,1970596.0,646222.0,29219.0,3462.0,1906.0,1193.0
220,Idaho,2020,16686160.0,18030300.0,58791.0,48660.0,2362091.0,636071.0,27736.0,3436.0,1125.0,1438.0
221,Illinois,2004,97001009.0,100580663.0,783699.0,794667.0,7673675.0,3660155.0,3483179.0,697592.0,64.0,16124.0
222,Illinois,2005,97723392.0,99669899.0,795771.0,735995.0,8128295.0,3714416.0,3403755.0,739857.0,63.0,16862.0
223,Illinois,2006,101227579.0,107810566.0,897528.0,841838.0,8250465.0,5721920.0,3486583.0,765567.0,62.0,17341.0
224,Illinois,2007,109383646.0,120906205.0,1445150.0,911579.0,10810496.0,4260141.0,3603762.0,825624.0,13272.0,10342.0
225,Illinois,2008,115875062.0,102660793.0,1541859.0,1038461.0,10569584.0,3633352.0,3774424.0,796233.0,62.0,11532.0
226,Illinois,2009,124490309.0,74484040.0,1325599.0,1032067.0,11892992.0,3967808.0,4089473.0,835784.0,0.0,0.0
227,Illinois,2010,129518382.0,126383763.0,1300712.0,977098.0,13513070.0,4901146.0,3716867.0,817059.0,0.0,0.0
228,Illinois,2011,129545322.0,135949057.0,1226490.0,1105207.0,11356143.0,3897465.0,3436057.0,867801.0,0.0,0.0
229,Illinois,2012,130677168.0,119921125.0,1178242.0,1103408.0,11560400.0,3903363.0,3755602.0,906217.0,12770.0,14805.0
230,Illinois,2013,134561138.0,144315610.0,1278762.0,1123045.0,11765333.0,4113518.0,4040585.0,946473.0,9196.0,11678.0
231,Illinois,2014,139684946.0,150125874.0,1263397.0,1162306.0,12365864.0,4220795.0,4866110.0,978636.0,7039.0,12041.0
232,Illinois,2015,142658109.0,136175393.0,1229856.0,1294403.0,14410649.0,4317028.0,4559731.0,994940.0,6960.0,10353.0
233,Illinois,2016,140191518.0,128361488.0,1223169.0,1315135.0,16024132.0,4593004.0,4761926.0,1020281.0,6736.0,10851.0
234,Illinois,2017,146692338.0,148609421.0,1440537.0,1425108.0,15408775.0,4663169.0,4572578.0,1019000.0,14141.0,17060.0
235,Illinois,2018,152883833.0,159052074.0,1733644.0,1466133.0,12585217.0,4636425.0,4239043.0,1016469.0,10315.0,0.0
236,Illinois,2019,154526135.0,147098404.0,1802290.0,1571946.0,11721942.0,4795471.0,4113338.0,1064296.0,13075.0,7735.0
237,Illinois,2020,165363911.0,163635254.0,1960801.0,1792492.0,13750717.0,5310918.0,4293516.0,1051318.0,19386.0,18184.0
238,Indiana,2004,39447528.0,41066913.0,224554.0,109452.0,3610174.0,1087539.0,159907.0,27103.0,19950.0,5756.0
239,Indiana,2005,42164428.0,44301843.0,171598.0,120633.0,3576027.0,1134325.0,173351.0,29277.0,14680.0,6423.0
240,Indiana,2006,44142345.0,50510259.0,251953.0,129423.0,3792412.0,5050021.0,166078.0,28924.0,9873.0,10037.0
241,Indiana,2007,46575803.0,49787511.0,416060.0,127184.0,3834026.0,1183027.0,155021.0,38779.0,9021.0,7748.0
242,Indiana,2008,48852533.0,46949468.0,599114.0,127381.0,4459988.0,1167578.0,145010.0,38667.0,9412.0,7609.0
243,Indiana,2009,51508484.0,46647994.0,545128.0,140246.0,4788580.0,1129624.0,193627.0,39939.0,9609.0,8096.0
244,Indiana,2010,53247203.0,54802507.0,277852.0,157318.0,4484330.0,1221774.0,171109.0,39052.0,12848.0,8336.0
245,Indiana,2011,52779643.0,57105262.0,311891.0,171689.0,4451832.0,1174055.0,170051.0,37893.0,20109.0,9136.0
246,Indiana,2012,52486044.0,51624918.0,191829.0,181271.0,4723364.0,1112511.0,184550.0,46088.0,16642.0,11172.0
247,Indiana,2013,52759068.0,55255339.0,255985.0,176532.0,4240153.0,1119013.0,176996.0,47643.0,18615.0,12205.0
248,Indiana,2014,54525109.0,57082997.0,267915.0,178675.0,4018848.0,1096350.0,187390.0,49201.0,16229.0,16441.0
249,Indiana,2015,54793743.0,58463486.0,240942.0,207998.0,4404385.0,1153189.0,196517.0,50444.0,18630.0,17672.0
250,Indiana,2016,57689862.0,60406402.0,223461.0,216623.0,4303223.0,1206239.0,227310.0,50735.0,12121.0,17396.0
251,Indiana,2017,59295114.0,63752239.0,248741.0,232088.0,4015885.0,1215776.0,212459.0,42917.0,15999.0,20053.0
252,Indiana,2018,61415845.0,69583800.0,211610.0,217718.0,4321175.0,1818420.0,206965.0,42635.0,21078.0,19674.0
253,Indiana,2019,64808133.0,72014492.0,289461.0,233135.0,5411842.0,2307476.0,251194.0,50109.0,21203.0,20027.0
254,Indiana,2020,69568981.0,75170061.0,299706.0,238911.0,5811913.0,2205244.0,313936.0,48620.0,30651.0,27197.0
255,Iowa,2004,20634486.0,22544565.0,60871.0,49498.0,2379443.0,851337.0,61305.0,12369.0,8.0,171.0
256,Iowa,2005,21486468.0,23204137.0,69991.0,48627.0,2806171.0,864755.0,61658.0,15678.0,0.0,182.0
257,Iowa,2006,23103915.0,24836440.0,83023.0,48339.0,2920933.0,882044.0,70141.0,16851.0,0.0,189.0
258,Iowa,2007,24247943.0,27641332.0,96986.0,49130.0,2895152.0,895796.0,72930.0,21256.0,0.0,0.0
259,Iowa,2008,25822581.0,24960517.0,95208.0,49816.0,2748322.0,897826.0,78643.0,22422.0,0.0,0.0
260,Iowa,2009,28316038.0,22827675.0,113128.0,54330.0,3239078.0,913069.0,85367.0,23164.0,0.0,0.0
261,Iowa,2010,29537122.0,31054604.0,114013.0,49942.0,3636293.0,955198.0,98499.0,24259.0,0.0,0.0
262,Iowa,2011,30322735.0,34619721.0,111347.0,55182.0,3259508.0,999553.0,107824.0,25957.0,0.0,0.0
263,Iowa,2012,31324706.0,32963104.0,103428.0,65781.0,3714233.0,1006434.0,112614.0,25304.0,5.0,8.0
264,Iowa,2013,31134256.0,36124950.0,125563.0,62843.0,3386900.0,1026097.0,109165.0,23791.0,7.0,11.0
265,Iowa,2014,32527391.0,38004668.0,105619.0,63976.0,3762182.0,1045760.0,98049.0,24051.0,8.0,11.0
266,Iowa,2015,33750921.0,36795579.0,99785.0,67710.0,4185428.0,1184341.0,112797.0,25532.0,8.0,13.0
267,Iowa,2016,34587426.0,36750610.0,102694.0,70900.0,4045238.0,1351313.0,102537.0,25039.0,7.0,12.0
268,Iowa,2017,35062829.0,41250847.0,83840.0,69080.0,4348400.0,1365678.0,120395.0,27682.0,12.0,5.0
269,Iowa,2018,36165573.0,41136203.0,126558.0,74747.0,4443797.0,1388426.0,123515.0,27130.0,0.0,0.0
270,Iowa,2019,37440549.0,43605881.0,121554.0,84035.0,4690214.0,1407086.0,115921.0,26110.0,22.0,11.0
271,Iowa,2020,40433746.0,45151128.0,160726.0,86354.0,5107848.0,1420446.0,109781.0,22650.0,21.0,19.0
272,Kansas,2004,18352754.0,18582666.0,74626.0,23512.0,2858714.0,674903.0,15886.0,2372.0,0.0,0.0
273,Kansas,2005,18948149.0,19990130.0,49430.0,27995.0,2720055.0,684684.0,16474.0,3134.0,0.0,0.0
274,Kansas,2006,20224578.0,21585582.0,61286.0,33022.0,2872483.0,692162.0,19113.0,2766.0,0.0,0.0
275,Kansas,2007,21781175.0,24251642.0,56611.0,33213.0,2579962.0,694364.0,30376.0,3868.0,0.0,0.0
276,Kansas,2008,23609816.0,22609524.0,61130.0,35235.0,2865021.0,704813.0,31691.0,3928.0,0.0,0.0
277,Kansas,2009,25831403.0,21020539.0,84507.0,41657.0,2954143.0,699429.0,31388.0,5006.0,0.0,0.0
278,Kansas,2010,26535739.0,26329759.0,82825.0,37664.0,2648751.0,705947.0,36074.0,4771.0,0.0,0.0
279,Kansas,2011,26523867.0,28544267.0,71344.0,40084.0,2702060.0,736169.0,48996.0,5436.0,0.0,0.0
280,Kansas,2012,26032354.0,23812615.0,70245.0,41030.0,2690263.0,741431.0,46614.0,6039.0,0.0,0.0
281,Kansas,2013,25976620.0,29076999.0,76840.0,41206.0,2615137.0,747930.0,46398.0,6183.0,0.0,0.0
282,Kansas,2014,27258610.0,29639433.0,126977.0,42041.0,2680642.0,788124.0,52643.0,6108.0,0.0,0.0
283,Kansas,2015,27958492.0,28125525.0,160160.0,45522.0,2908603.0,816577.0,49490.0,6353.0,0.0,0.0
284,Kansas,2016,28812393.0,28166307.0,125120.0,42495.0,3086189.0,830098.0,49630.0,5381.0,0.0,0.0
285,Kansas,2017,30777581.0,32132379.0,101394.0,47251.0,3028602.0,848952.0,41642.0,5429.0,0.0,0.0
286,Kansas,2018,30815281.0,33080913.0,120013.0,47462.0,2587457.0,854968.0,41076.0,5220.0,0.0,0.0
287,Kansas,2019,31658482.0,33415925.0,89590.0,53615.0,2434749.0,857018.0,49773.0,8894.0,0.0,0.0
288,Kansas,2020,33461714.0,34129626.0,92798.0,51072.0,2771540.0,840697.0,47894.0,4435.0,0.0,0.0
289,Kentucky,2004,26818189.0,26833520.0,264848.0,153478.0,3064769.0,717818.0,84895.0,12830.0,12269.0,16326.0
290,Kentucky,2005,27308152.0,28068853.0,137935.0,159119.0,2462921.0,732568.0,89919.0,15043.0,10140.0,16091.0
291,Kentucky,2006,29926922.0,30925835.0,159427.0,172663.0,2953208.0,771000.0,100256.0,15848.0,17201.0,21421.0
292,Kentucky,2007,31722063.0,33798451.0,155090.0,178452.0,3956895.0,845614.0,186692.0,27637.0,32322.0,27965.0
293,Kentucky,2008,34603320.0,29486579.0,151630.0,189553.0,4711003.0,904823.0,132274.0,21782.0,12696.0,23225.0
294,Kentucky,2009,35985700.0,28096981.0,168028.0,193276.0,3453618.0,915117.0,160895.0,23657.0,9781.0,11121.0
295,Kentucky,2010,38595440.0,37559735.0,131726.0,190365.0,3651626.0,931764.0,200425.0,21392.0,12461.0,8861.0
296,Kentucky,2011,39054687.0,40966092.0,136327.0,198698.0,3617687.0,1008139.0,136110.0,21380.0,7582.0,8899.0
297,Kentucky,2012,39999482.0,35057231.0,163609.0,209137.0,4021206.0,1109414.0,144290.0,22372.0,13466.0,12772.0
298,Kentucky,2013,39039156.0,38275238.0,212518.0,191801.0,4272840.0,1122842.0,152868.0,22677.0,8528.0,8030.0
299,Kentucky,2014,40642182.0,41076607.0,181371.0,191204.0,4563645.0,1182289.0,174903.0,24230.0,17105.0,10715.0
300,Kentucky,2015,43919437.0,39951541.0,215255.0,191514.0,4920161.0,1159092.0,189586.0,24557.0,28882.0,14046.0
301,Kentucky,2016,45493880.0,40310025.0,230229.0,202424.0,4586692.0,1056194.0,196440.0,25008.0,34387.0,18576.0
302,Kentucky,2017,45409311.0,45199453.0,190661.0,200935.0,3727663.0,1016378.0,197343.0,26583.0,32554.0,20114.0
303,Kentucky,2018,46165009.0,45672050.0,197607.0,215738.0,3597432.0,1041324.0,197210.0,26176.0,22695.0,21056.0
304,Kentucky,2019,46889721.0,46418737.0,219908.0,242228.0,3805196.0,1071341.0,220828.0,24830.0,23565.0,23759.0
305,Kentucky,2020,50421217.0,50023462.0,325415.0,236764.0,4005033.0,1006918.0,198160.0,22334.0,27113.0,16406.0
306,Louisiana,2004,31099486.0,34117237.0,176966.0,113829.0,2657994.0,727309.0,210193.0,43347.0,177839.0,90976.0
307,Louisiana,2005,32577607.0,35858007.0,160843.0,119134.0,2827335.0,767741.0,199166.0,43104.0,200426.0,104678.0
308,Louisiana,2006,35313026.0,39812466.0,226178.0,111289.0,3457862.0,827154.0,161784.0,41684.0,291432.0,106331.0
309,Louisiana,2007,40042212.0,47334106.0,202994.0,109161.0,3611177.0,787657.0,152248.0,12148.0,205214.0,120948.0
310,Louisiana,2008,46897142.0,45041608.0,174583.0,119279.0,5074066.0,750975.0,146620.0,22258.0,199204.0,126146.0
311,Louisiana,2009,48011388.0,38025641.0,208635.0,125081.0,6092897.0,737422.0,187385.0,23058.0,251183.0,126077.0
312,Louisiana,2010,48754655.0,47078081.0,246986.0,133643.0,4871218.0,756765.0,203794.0,23641.0,262374.0,132236.0
313,Louisiana,2011,48949394.0,49275566.0,265643.0,141045.0,5054838.0,772026.0,213748.0,25185.0,296914.0,144822.0
314,Louisiana,2012,46872886.0,41978621.0,307445.0,137176.0,4619234.0,764104.0,221714.0,26959.0,342520.0,158335.0
315,Louisiana,2013,46504603.0,48596820.0,300262.0,155505.0,4053957.0,754613.0,247275.0,28646.0,326088.0,158120.0
316,Louisiana,2014,46263567.0,49937088.0,235276.0,154741.0,3445063.0,723805.0,227983.0,31143.0,322944.0,169785.0
317,Louisiana,2015,45903350.0,43990865.0,222873.0,158036.0,3657711.0,742642.0,234177.0,31305.0,316185.0,184008.0
318,Louisiana,2016,46766439.0,42674534.0,266136.0,160005.0,3878530.0,823637.0,239222.0,31612.0,340560.0,189913.0
319,Louisiana,2017,49335719.0,52358103.0,377655.0,169977.0,3624331.0,785546.0,229987.0,32518.0,302752.0,198034.0
320,Louisiana,2018,49824003.0,52114418.0,490647.0,174857.0,3555260.0,784585.0,230840.0,31872.0,456832.0,211480.0
321,Louisiana,2019,50951953.0,50304450.0,528967.0,176028.0,3490343.0,820355.0,216746.0,33524.0,393098.0,241131.0
322,Louisiana,2020,53405831.0,52699758.0,331810.0,198145.0,3492624.0,762044.0,234192.0,31854.0,325791.0,228288.0
323,Maine,2004,10014208.0,11294748.0,45145.0,26348.0,986390.0,406598.0,5826.0,1431.0,15486.0,6377.0
324,Maine,2005,10206579.0,11383089.0,59775.0,27021.0,991355.0,434891.0,6433.0,1296.0,6521.0,2343.0
325,Maine,2006,10693558.0,11486045.0,46355.0,28761.0,1132411.0,431752.0,7602.0,1604.0,11953.0,2979.0
326,Maine,2007,10861972.0,12292282.0,47574.0,32457.0,985118.0,423995.0,12096.0,2381.0,12472.0,2943.0
327,Maine,2008,11194026.0,10595472.0,51995.0,36486.0,929755.0,417719.0,10864.0,2603.0,8226.0,2008.0
328,Maine,2009,11934713.0,9484844.0,70513.0,36135.0,1031270.0,413754.0,11862.0,2712.0,1517.0,1265.0
329,Maine,2010,12285828.0,12557033.0,68378.0,37947.0,1174537.0,462618.0,14965.0,2828.0,4249.0,1279.0
330,Maine,2011,12500230.0,13921585.0,117463.0,37067.0,1315337.0,465069.0,15846.0,3148.0,10553.0,1349.0
331,Maine,2012,12293652.0,11939639.0,67773.0,35381.0,1265535.0,471535.0,14164.0,3460.0,17073.0,3188.0
332,Maine,2013,12197913.0,13302514.0,51067.0,33809.0,1297485.0,476591.0,39444.0,12825.0,6807.0,3509.0
333,Maine,2014,12595442.0,14095921.0,44401.0,38924.0,1174020.0,490656.0,34565.0,13650.0,5704.0,3973.0
334,Maine,2015,12099770.0,12512983.0,45891.0,36519.0,1226387.0,497773.0,35862.0,12653.0,7734.0,3831.0
335,Maine,2016,12565962.0,12567515.0,59729.0,38121.0,1410862.0,505570.0,37302.0,13052.0,5459.0,4570.0
336,Maine,2017,12971286.0,14588082.0,52004.0,41392.0,1360949.0,526853.0,40340.0,13831.0,5552.0,4325.0
337,Maine,2018,13390531.0,14923029.0,54687.0,43520.0,1313880.0,526066.0,62400.0,15568.0,5648.0,5011.0
338,Maine,2019,13956535.0,15679534.0,61078.0,50063.0,1291942.0,548206.0,69110.0,15496.0,8820.0,4709.0
339,Maine,2020,15096532.0,17243177.0,57544.0,46198.0,1675411.0,530078.0,58703.0,12723.0,5853.0,4918.0
340,Maryland,2004,38410803.0,44404420.0,177731.0,144962.0,2976512.0,1431108.0,614696.0,124839.0,176525.0,91438.0
341,Maryland,2005,41373428.0,45076453.0,192214.0,135051.0,3445607.0,1633678.0,683618.0,126067.0,169238.0,95247.0
342,Maryland,2006,44280412.0,48292144.0,243777.0,147638.0,3784095.0,1617703.0,744394.0,130222.0,166550.0,90280.0
343,Maryland,2007,47790383.0,53186913.0,265017.0,159212.0,4277232.0,1628994.0,721410.0,139571.0,172374.0,93759.0
344,Maryland,2008,51268382.0,44921659.0,248313.0,183017.0,4452707.0,1673689.0,890554.0,141414.0,225986.0,96908.0
345,Maryland,2009,54742747.0,40006722.0,212577.0,185427.0,4629529.0,1603899.0,1025467.0,143692.0,198745.0,89666.0
346,Maryland,2010,57484556.0,57493374.0,220190.0,195347.0,4763098.0,1620690.0,1117049.0,151790.0,137783.0,66542.0
347,Maryland,2011,57761605.0,62803435.0,230402.0,203549.0,4626455.0,1698554.0,1139083.0,184651.0,100134.0,45188.0
348,Maryland,2012,59566828.0,56565876.0,245217.0,211322.0,4147938.0,1747866.0,1174449.0,167220.0,99206.0,54551.0
349,Maryland,2013,60495611.0,64551839.0,258726.0,219933.0,4256585.0,1838590.0,1178112.0,168159.0,126465.0,49857.0
350,Maryland,2014,63218485.0,67185039.0,306144.0,228907.0,4593380.0,2098439.0,1187655.0,167884.0,119629.0,51507.0
351,Maryland,2015,66456169.0,64612341.0,326111.0,224104.0,5195393.0,2271037.0,1267890.0,172148.0,133517.0,55911.0
352,Maryland,2016,67445701.0,65194610.0,351916.0,233738.0,5147147.0,2363044.0,1239590.0,188332.0,145138.0,56967.0
353,Maryland,2017,69963586.0,72888812.0,323579.0,243758.0,5161750.0,2478818.0,1953917.0,183250.0,215654.0,50634.0
354,Maryland,2018,72286591.0,74605729.0,321529.0,262739.0,5766931.0,2482654.0,2010116.0,183235.0,136359.0,58600.0
355,Maryland,2019,75576725.0,75622086.0,288516.0,268164.0,5745219.0,2546612.0,2027412.0,170246.0,142265.0,61247.0
356,Maryland,2020,81013527.0,78310759.0,303698.0,237345.0,5332204.0,2322075.0,2444898.0,128825.0,141704.0,55224.0
357,Massachusetts,2004,57594942.0,60935514.0,546183.0,382654.0,5566421.0,1362298.0,1846373.0,429727.0,70443.0,54956.0
358,Massachusetts,2005,57862269.0,62019392.0,559431.0,423276.0,3645770.0,1403773.0,1873916.0,458575.0,67386.0,63888.0
359,Massachusetts,2006,60776536.0,66588191.0,459137.0,476078.0,3408630.0,1378074.0,1831351.0,474185.0,68643.0,68943.0
360,Massachusetts,2007,65641907.0,70783258.0,480329.0,511034.0,3521047.0,1397708.0,2006476.0,515636.0,96915.0,75637.0
361,Massachusetts,2008,68434557.0,65770834.0,423302.0,541115.0,4430050.0,1561038.0,2136893.0,588525.0,94365.0,82909.0
362,Massachusetts,2009,73333907.0,52546070.0,439881.0,531146.0,3850063.0,1706577.0,2255551.0,612696.0,101462.0,75619.0
363,Massachusetts,2010,76678608.0,76099979.0,435650.0,553556.0,3958803.0,1466896.0,2212864.0,608087.0,88088.0,72142.0
364,Massachusetts,2011,78147959.0,82849657.0,533645.0,577604.0,3943510.0,1561584.0,2329868.0,568836.0,105553.0,78727.0
365,Massachusetts,2012,80070920.0,73543772.0,563687.0,605558.0,4328943.0,1900324.0,2451666.0,615144.0,85242.0,82946.0
366,Massachusetts,2013,80752126.0,82199710.0,572042.0,608100.0,4545662.0,1879300.0,2459111.0,726979.0,87067.0,84576.0
367,Massachusetts,2014,83942218.0,87971825.0,607836.0,653702.0,5324160.0,2072661.0,2498462.0,753295.0,91401.0,94190.0
368,Massachusetts,2015,87027762.0,84238815.0,623833.0,696220.0,5841439.0,2173719.0,3877612.0,804169.0,97671.0,99697.0
369,Massachusetts,2016,90082479.0,85616442.0,616880.0,728037.0,5832276.0,2252352.0,3671198.0,830828.0,100769.0,108973.0
370,Massachusetts,2017,92902911.0,95481418.0,621166.0,787877.0,5630085.0,2273736.0,3488766.0,900846.0,105060.0,121541.0
371,Massachusetts,2018,96084632.0,100497437.0,622137.0,853746.0,5105087.0,2366966.0,3954515.0,898229.0,112267.0,133780.0
372,Massachusetts,2019,98926618.0,97922872.0,708547.0,904179.0,4785836.0,2376856.0,3710342.0,917358.0,119764.0,159777.0
373,Massachusetts,2020,108759552.0,105809443.0,918415.0,794046.0,4987362.0,2194671.0,4405918.0,750361.0,139925.0,152591.0
374,Michigan,2004,77327278.0,79688972.0,434997.0,295892.0,4927131.0,2316645.0,556997.0,61832.0,6490.0,343.0
375,Michigan,2005,76063447.0,81138462.0,457419.0,385745.0,5249017.0,2146465.0,586747.0,58880.0,0.0,318.0
376,Michigan,2006,76392688.0,83897869.0,506476.0,386750.0,5136060.0,2148235.0,571220.0,67613.0,0.0,334.0
377,Michigan,2007,80814076.0,91349680.0,535175.0,397077.0,5397375.0,2117295.0,552189.0,72090.0,5725.0,1966.0
378,Michigan,2008,83758206.0,69088082.0,637890.0,422596.0,5218602.0,2084943.0,596639.0,76995.0,1596.0,2019.0
379,Michigan,2009,86331821.0,72163625.0,745378.0,433237.0,5498553.0,2039033.0,617165.0,79060.0,0.0,0.0
380,Michigan,2010,90934592.0,93818603.0,571823.0,411896.0,5203559.0,2023852.0,599849.0,80327.0,0.0,0.0
381,Michigan,2011,89635214.0,93555103.0,460923.0,425074.0,4839465.0,2037859.0,608641.0,84195.0,0.0,0.0
382,Michigan,2012,88711315.0,91383838.0,463951.0,458121.0,4522424.0,2061374.0,609652.0,84662.0,5233.0,2478.0
383,Michigan,2013,89106474.0,96812774.0,436550.0,467951.0,4662581.0,2122287.0,616853.0,86495.0,4464.0,2295.0
384,Michigan,2014,92044509.0,99854338.0,488329.0,465341.0,4814487.0,2162144.0,647629.0,82414.0,7678.0,2526.0
385,Michigan,2015,93510917.0,95113232.0,484520.0,497793.0,5114186.0,2263375.0,604923.0,87109.0,5800.0,2625.0
386,Michigan,2016,96459823.0,98854813.0,530339.0,507002.0,5375685.0,2311848.0,670740.0,85753.0,7182.0,2801.0
387,Michigan,2017,99635622.0,109458567.0,592122.0,505896.0,5822803.0,2575990.0,709736.0,79264.0,4674.0,3286.0
388,Michigan,2018,103318659.0,112318115.0,575318.0,530299.0,6327114.0,3029835.0,720264.0,94854.0,3089.0,3500.0
389,Michigan,2019,108805256.0,108162564.0,569986.0,553500.0,7158304.0,3062906.0,709319.0,84181.0,53513.0,3111.0
390,Michigan,2020,115916113.0,113519253.0,651945.0,595154.0,7809581.0,2775405.0,750885.0,79379.0,1491.0,3225.0
391,Minnesota,2004,41538241.0,42955004.0,306050.0,242045.0,4899359.0,1263960.0,149974.0,5650.0,40764.0,36294.0
392,Minnesota,2005,42935605.0,45464645.0,276285.0,275376.0,4568298.0,1279813.0,173943.0,10561.0,38204.0,39474.0
393,Minnesota,2006,44581441.0,48774299.0,312832.0,308490.0,4954048.0,1286806.0,195038.0,13424.0,15419.0,13075.0
394,Minnesota,2007,47224785.0,54337622.0,323110.0,304567.0,5245038.0,1280540.0,113852.0,15719.0,18722.0,15717.0
395,Minnesota,2008,50900512.0,45659035.0,338579.0,318260.0,6192636.0,1282612.0,271545.0,17750.0,20584.0,15092.0
396,Minnesota,2009,54373893.0,39015154.0,317504.0,311581.0,5667819.0,1403933.0,168747.0,18667.0,38027.0,18642.0
397,Minnesota,2010,55975246.0,57410235.0,339789.0,321342.0,6160974.0,1513497.0,169109.0,19267.0,35863.0,18985.0
398,Minnesota,2011,55668773.0,63654150.0,310696.0,318505.0,5807353.0,1565037.0,180384.0,19747.0,30433.0,12619.0
399,Minnesota,2012,56198780.0,56335857.0,339447.0,335749.0,5803224.0,1619886.0,182740.0,21212.0,48494.0,12343.0
400,Minnesota,2013,55457627.0,65560197.0,386711.0,345533.0,6139076.0,1650761.0,215879.0,21711.0,63005.0,14514.0
401,Minnesota,2014,59428583.0,67486617.0,362443.0,302894.0,6795184.0,1797710.0,531536.0,118499.0,67499.0,11165.0
402,Minnesota,2015,60595397.0,66048761.0,345510.0,319087.0,6974663.0,1839584.0,499255.0,121176.0,60531.0,18637.0
403,Minnesota,2016,65181889.0,63851206.0,378213.0,326404.0,8056100.0,1886829.0,556982.0,121693.0,47471.0,17613.0
404,Minnesota,2017,68286825.0,73712967.0,492062.0,356883.0,7740911.0,2024879.0,638177.0,128471.0,58952.0,14245.0
405,Minnesota,2018,72572824.0,79790459.0,521143.0,368969.0,8051007.0,2050897.0,731037.0,126848.0,57415.0,35974.0
406,Minnesota,2019,72049460.0,78188381.0,582801.0,392380.0,8016675.0,2099148.0,613115.0,133078.0,57684.0,27073.0
407,Minnesota,2020,78062170.0,79427041.0,608484.0,422617.0,8667515.0,2071182.0,752475.0,126596.0,51807.0,26333.0
408,Mississippi,2004,19383241.0,20669806.0,62329.0,31326.0,2021574.0,596799.0,17877.0,1619.0,32768.0,41615.0
409,Mississippi,2005,20041319.0,21113251.0,53846.0,29189.0,1961486.0,554791.0,14531.0,1586.0,33252.0,41915.0
410,Mississippi,2006,22095952.0,23983717.0,80040.0,29741.0,2762743.0,570974.0,10446.0,1359.0,36600.0,27498.0
411,Mississippi,2007,24694879.0,29535523.0,89550.0,36943.0,3054246.0,582769.0,11702.0,949.0,45800.0,26964.0
412,Mississippi,2008,25164384.0,23524206.0,127813.0,36636.0,2650764.0,574608.0,14640.0,1274.0,34372.0,35332.0
413,Mississippi,2009,26236580.0,21758969.0,128047.0,48133.0,2366013.0,559872.0,12807.0,1072.0,42850.0,36428.0
414,Mississippi,2010,27216342.0,28690347.0,91887.0,49884.0,2633335.0,526405.0,14318.0,1351.0,50777.0,37144.0
415,Mississippi,2011,27464721.0,31498562.0,112144.0,55082.0,2649650.0,557779.0,18445.0,1549.0,48575.0,30668.0
416,Mississippi,2012,27770689.0,26757575.0,107241.0,51304.0,2736736.0,562261.0,16463.0,1428.0,69481.0,32373.0
417,Mississippi,2013,27497697.0,30030775.0,76639.0,50437.0,2540367.0,575085.0,15653.0,1575.0,56323.0,37915.0
418,Mississippi,2014,27799980.0,31131322.0,92505.0,45824.0,2406638.0,574788.0,16301.0,1779.0,64040.0,37745.0
419,Mississippi,2015,28831534.0,29436598.0,98577.0,45416.0,2471865.0,613705.0,22828.0,2082.0,66510.0,37120.0
420,Mississippi,2016,29656273.0,29456966.0,95837.0,45181.0,2451835.0,621030.0,18994.0,1755.0,55886.0,40386.0
421,Mississippi,2017,30203067.0,32777204.0,77435.0,47061.0,2565798.0,618537.0,22483.0,1859.0,53481.0,47748.0
422,Mississippi,2018,30180740.0,32030496.0,86935.0,44773.0,2599009.0,624250.0,19964.0,1437.0,55310.0,52290.0
423,Mississippi,2019,30790564.0,32342736.0,67506.0,42833.0,2615740.0,636126.0,23366.0,1588.0,57765.0,57151.0
424,Mississippi,2020,32580411.0,32982833.0,96013.0,49430.0,2626888.0,609841.0,26846.0,1591.0,62332.0,55226.0
425,Missouri,2004,35570876.0,39922830.0,469994.0,270543.0,4009644.0,1021509.0,507273.0,46176.0,2011.0,1831.0
426,Missouri,2005,37186119.0,41339990.0,406896.0,256815.0,3597679.0,1062235.0,464930.0,49815.0,1869.0,2464.0
427,Missouri,2006,39523122.0,44199877.0,408880.0,301228.0,4267742.0,1091174.0,496503.0,52132.0,1883.0,3135.0
428,Missouri,2007,41893924.0,49612866.0,263086.0,297234.0,4600942.0,1041580.0,325377.0,55537.0,6149.0,3398.0
429,Missouri,2008,44750733.0,41965289.0,310889.0,321157.0,4345427.0,1058243.0,389859.0,68965.0,2260.0,3131.0
430,Missouri,2009,48495377.0,33520704.0,309601.0,341167.0,4894169.0,1024807.0,393464.0,84261.0,2376.0,1621.0
431,Missouri,2010,50039543.0,51592206.0,372696.0,339625.0,4980331.0,1031682.0,354966.0,70058.0,4180.0,1839.0
432,Missouri,2011,50018655.0,57153642.0,314051.0,323996.0,5056567.0,1036402.0,424663.0,69541.0,4319.0,2157.0
433,Missouri,2012,51685772.0,48932262.0,349370.0,350531.0,4591065.0,1042936.0,451395.0,72694.0,7108.0,2509.0
434,Missouri,2013,51290505.0,55289960.0,357938.0,354871.0,3988556.0,1037978.0,417670.0,80356.0,2526.0,2449.0
435,Missouri,2014,51447169.0,58210724.0,323039.0,357905.0,3593436.0,1037340.0,487537.0,81342.0,3264.0,2031.0
